2,1,606,1145,50,50,1,-1,-1,-1
2,2,470,1061,50,50,1,-1,-1,-1
2,3,600,1122,50,50,1,-1,-1,-1
3,1,602,1148,50,50,1,-1,-1,-1
3,2,469,1060,50,50,1,-1,-1,-1
3,3,598,1123,50,50,1,-1,-1,-1
4,1,585,1170,50,50,1,-1,-1,-1
4,2,469,1059,50,50,1,-1,-1,-1
4,3,595,1125,50,50,1,-1,-1,-1
5,1,580,1173,50,50,1,-1,-1,-1
5,2,469,1059,50,50,1,-1,-1,-1
5,3,591,1129,50,50,1,-1,-1,-1
6,1,578,1179,50,50,1,-1,-1,-1
6,2,470,1061,50,50,1,-1,-1,-1
6,3,594,1161,50,50,1,-1,-1,-1
7,1,578,1188,50,50,1,-1,-1,-1
7,2,469,1063,50,50,1,-1,-1,-1
7,3,593,1166,50,50,1,-1,-1,-1
8,1,574,1183,50,50,1,-1,-1,-1
8,2,469,1067,50,50,1,-1,-1,-1
8,3,590,1165,50,50,1,-1,-1,-1
9,1,569,1171,50,50,1,-1,-1,-1
9,2,471,1075,50,50,1,-1,-1,-1
9,3,583,1150,50,50,1,-1,-1,-1
10,1,569,1150,50,50,1,-1,-1,-1
10,2,477,1089,50,50,1,-1,-1,-1
10,3,576,1118,50,50,1,-1,-1,-1
11,1,564,1098,50,50,1,-1,-1,-1
11,2,481,1112,50,50,1,-1,-1,-1
11,3,570,1066,50,50,1,-1,-1,-1
12,1,557,1028,50,50,1,-1,-1,-1
12,2,481,1128,50,50,1,-1,-1,-1
12,3,569,999,50,50,1,-1,-1,-1
13,1,557,999,50,50,1,-1,-1,-1
13,2,482,1154,50,50,1,-1,-1,-1
13,3,573,943,50,50,1,-1,-1,-1
14,1,576,985,50,50,1,-1,-1,-1
14,2,481,1171,50,50,1,-1,-1,-1
14,3,575,896,50,50,1,-1,-1,-1
15,1,607,920,50,50,1,-1,-1,-1
15,2,485,1181,50,50,1,-1,-1,-1
15,3,580,847,50,50,1,-1,-1,-1
16,1,587,775,50,50,1,-1,-1,-1
16,2,489,1186,50,50,1,-1,-1,-1
16,3,585,806,50,50,1,-1,-1,-1
17,1,604,931,50,50,1,-1,-1,-1
17,2,493,1186,50,50,1,-1,-1,-1
17,3,587,762,50,50,1,-1,-1,-1
18,1,489,1203,50,50,1,-1,-1,-1
18,2,499,1176,50,50,1,-1,-1,-1
18,3,588,734,50,50,1,-1,-1,-1
